incident_id,series_id,is_singleton,district,state,lat,lon,date
37,9,False,SULTANPUR,UTTAR PRADESH,26.222185641466098,82.07761517078399,2022-02-12
38,10,False,PERAMBALUR,TAMIL NADU,11.221257463612586,78.82883599448722,2022-11-15
39,10,False,PERAMBALUR,TAMIL NADU,11.273829879915422,78.84530189075767,2022-11-24
40,11,False,DHARMAPURI,TAMIL NADU,12.230293097112444,78.14787903305857,2022-09-24
41,11,False,DHARMAPURI,TAMIL NADU,12.243295070929479,78.00729697787251,2022-10-22
42,12,False,JAMUI,BIHAR,24.792399832969096,86.23113847640724,2021-10-09
43,12,False,JAMUI,BIHAR,24.832442324636435,86.26755636185403,2021-10-13
44,12,False,JAMUI,BIHAR,24.71059318243379,86.29142064894049,2021-10-16
45,13,False,PATAN,GUJARAT,23.847280177517373,71.75635939664788,2018-03-21
46,13,False,PATAN,GUJARAT,23.91666824535702,71.72544113107293,2018-04-29
47,13,False,PATAN,GUJARAT,23.769148933645216,71.72555283776067,2018-05-19
48,13,False,PATAN,GUJARAT,23.842646898072317,71.70507609560289,2018-05-25
49,13,False,PATAN,GUJARAT,23.766639802915055,71.69664685270777,2018-06-01
50,14,False,SRINAGAR,JAMMU & KASHMIR,34.25179874084704,75.16845881225942,2017-10-14
51,14,False,SRINAGAR,JAMMU & KASHMIR,34.16215527706884,75.18370845154706,2017-10-18
52,14,False,SRINAGAR,JAMMU & KASHMIR,34.351695780804114,75.18871151424996,2017-10-20
53,14,False,SRINAGAR,JAMMU & KASHMIR,34.19013459592901,75.12565155384242,2017-11-07
54,14,False,SRINAGAR,JAMMU & KASHMIR,34.25134248559166,75.11525842958676,2017-12-25
55,15,False,MAYURBHANJ,ODISHA,21.909111556290263,86.40292829777478,2017-10-11
56,15,False,MAYURBHANJ,ODISHA,21.886931706907504,86.31301687541328,2017-10-17
57,15,False,MAYURBHANJ,ODISHA,21.91707342952169,86.38403890689038,2017-10-20
58,15,False,MAYURBHANJ,ODISHA,21.968129649765096,86.418511451988,2017-11-09
59,16,False,BHANDARA,MAHARASHTRA,21.202795645605836,80.13199276632783,2016-11-08
60,16,False,BHANDARA,MAHARASHTRA,21.16019103774192,80.10633600701446,2016-11-15
61,16,False,BHANDARA,MAHARASHTRA,21.182523724901348,80.09096648077634,2017-01-31
62,16,False,BHANDARA,MAHARASHTRA,21.2437306190838,80.1260790847567,2017-02-20
63,16,False,BHANDARA,MAHARASHTRA,21.189318478511513,80.18348151868256,2017-03-12
64,16,False,BHANDARA,MAHARASHTRA,21.134755925186795,80.12444790762922,2017-06-09
65,16,False,BHANDARA,MAHARASHTRA,21.223962595820026,80.06840741142285,2017-07-22
66,16,False,BHANDARA,MAHARASHTRA,21.21887548486955,80.08964228450415,2017-09-07
67,16,False,BHANDARA,MAHARASHTRA,21.160804640730927,80.15510961979885,2017-10-11
68,17,False,KARNAL,HARYANA,29.680847020406606,76.88540699353946,2019-08-17
69,17,False,KARNAL,HARYANA,29.7221326161919,76.77264384684976,2019-09-05
70,17,False,KARNAL,HARYANA,29.75299358621862,76.8281683067926,2019-12-29
71,17,False,KARNAL,HARYANA,29.67708002842845,76.85133917711121,2020-01-21
72,17,False,KARNAL,HARYANA,29.669863107489657,76.86721871198709,2020-01-24
73,18,False,KHARGON,MADHYA PRADESH,21.93740457075877,75.7385028861309,2016-04-07
74,18,False,KHARGON,MADHYA PRADESH,21.963313141274025,75.91860465403988,2016-05-20
75,18,False,KHARGON,MADHYA PRADESH,21.94651743399809,75.81619172887595,2016-06-02
76,18,False,KHARGON,MADHYA PRADESH,21.94133018827482,75.77904147364734,2016-06-10
77,19,False,CHAMOLI,UTTARAKHAND,30.604402251488807,79.60409450766518,2020-04-26
78,19,False,CHAMOLI,UTTARAKHAND,30.54994064299983,79.55913702692047,2020-06-30
79,19,False,CHAMOLI,UTTARAKHAND,30.589856586844792,79.54490782652144,2020-07-03
80,19,False,CHAMOLI,UTTARAKHAND,30.56694011648333,79.5417440962677,2020-07-17
81,19,False,CHAMOLI,UTTARAKHAND,30.640283948470003,79.56373067077855,2020-07-21
82,20,False,KORIYA,CHHATTISGARH,23.53254998527973,82.08802241726495,2017-07-10
83,20,False,KORIYA,CHHATTISGARH,23.60685502473104,82.1290788665389,2017-07-13
84,20,False,KORIYA,CHHATTISGARH,23.411491376915485,82.16824428471017,2017-08-25
85,20,False,KORIYA,CHHATTISGARH,23.4844751231207,82.19352643638693,2017-09-16
86,20,False,KORIYA,CHHATTISGARH,23.47246505988632,82.15323341773099,2017-09-28
87,20,False,KORIYA,CHHATTISGARH,23.508158158781026,82.08606684851334,2017-10-19
88,20,False,KORIYA,CHHATTISGARH,23.42078987335049,82.17015634322149,2017-11-25
89,20,False,KORIYA,CHHATTISGARH,23.527122783315388,82.12159801055735,2017-12-11
90,21,False,BOLANGIR,ODISHA,20.708823461692187,83.21950055325027,2015-12-26
91,21,False,BOLANGIR,ODISHA,20.596110317960843,83.1590417008956,2016-01-04
92,21,False,BOLANGIR,ODISHA,20.564270257257924,83.14036757616385,2016-01-06
93,22,False,KOKRAJHAR,ASSAM,26.512051669481163,90.15561033896374,2016-04-29
94,22,False,KOKRAJHAR,ASSAM,26.455345680978716,90.19828912532662,2016-05-23
95,22,False,KOKRAJHAR,ASSAM,26.489688220965473,90.13840697496617,2016-06-17
96,22,False,KOKRAJHAR,ASSAM,26.489231992858848,90.21077042372887,2016-09-27
97,23,False,KATIHAR,BIHAR,25.570369567819057,87.80438226473406,2020-09-29
98,23,False,KATIHAR,BIHAR,25.582484745331367,87.59966574071375,2020-10-09
99,23,False,KATIHAR,BIHAR,25.56736244578623,87.71969158033824,2020-10-21
100,23,False,KATIHAR,BIHAR,25.509594626794357,87.66223459123238,2020-11-12
101,23,False,KATIHAR,BIHAR,25.58538353106853,87.79686666066972,2020-12-24
102,23,False,KATIHAR,BIHAR,25.56566706520441,87.71764140739516,2020-12-29
103,23,False,KATIHAR,BIHAR,25.542107489467757,87.70611281857526,2021-01-03
104,23,False,KATIHAR,BIHAR,25.487918056346007,87.67516677342232,2021-03-31
105,23,False,KATIHAR,BIHAR,25.643008034306582,87.70054455609036,2021-04-08
106,23,False,KATIHAR,BIHAR,25.60804722447487,87.68351512720888,2021-04-18
107,24,False,SUNDARGARH,ODISHA,22.101025716946307,84.4548457964563,2015-07-31
108,24,False,SUNDARGARH,ODISHA,22.078583917090885,84.44991906531061,2015-08-17
109,24,False,SUNDARGARH,ODISHA,22.072492775585257,84.53735583761497,2015-08-29
110,24,False,SUNDARGARH,ODISHA,22.081726113253062,84.54310410843372,2015-09-12
111,24,False,SUNDARGARH,ODISHA,22.03655877484935,84.54460241210491,2015-09-28
112,25,False,BAGESHWAR,UTTARAKHAND,29.980982509211,79.85759359518157,2019-05-09
113,25,False,BAGESHWAR,UTTARAKHAND,29.934151190193855,79.85578612292555,2019-06-12
114,25,False,BAGESHWAR,UTTARAKHAND,29.99599251873004,79.98241719377323,2019-06-25
115,25,False,BAGESHWAR,UTTARAKHAND,30.02368660965022,79.83473286585358,2019-06-27
116,26,False,RATNAGIRI,MAHARASHTRA,17.24350943412566,73.2826777062509,2017-04-07
117,26,False,RATNAGIRI,MAHARASHTRA,17.20568058269466,73.2879911424041,2017-05-12
118,26,False,RATNAGIRI,MAHARASHTRA,17.284980406059002,73.31008943245207,2017-06-28
119,26,False,RATNAGIRI,MAHARASHTRA,17.24152388948955,73.26998664627564,2017-07-19
120,26,False,RATNAGIRI,MAHARASHTRA,17.23163245937268,73.31113286713598,2017-09-09
121,26,False,RATNAGIRI,MAHARASHTRA,17.2041566411663,73.2487529804435,2017-09-27
122,26,False,RATNAGIRI,MAHARASHTRA,17.213838481891425,73.25897931479928,2017-11-25
123,27,False,MADURAI RURAL,TAMIL NADU,9.978400612727107,78.0376522818451,2019-05-11
124,27,False,MADURAI RURAL,TAMIL NADU,9.873107780246853,77.90779816439397,2019-06-03
125,28,False,PATHANAMTHITTA,KERALA,9.341851462200287,76.8834813789558,2017-07-10
126,28,False,PATHANAMTHITTA,KERALA,9.315670483891283,76.80205317109734,2017-08-16
127,28,False,PATHANAMTHITTA,KERALA,9.379852279086379,76.8881386808612,2017-09-13
128,29,False,CHANDRAPUR,MAHARASHTRA,19.998809033545793,79.31268531187973,2021-06-14
129,29,False,CHANDRAPUR,MAHARASHTRA,20.082405291500407,79.26903362226552,2021-08-07
130,29,False,CHANDRAPUR,MAHARASHTRA,20.143534652689006,79.30262748068064,2021-08-10
131,30,False,LALITPUR,UTTAR PRADESH,24.684211127922847,78.5656293429475,2017-09-25
132,30,False,LALITPUR,UTTAR PRADESH,24.660048678618548,78.64142812063423,2017-10-05
133,30,False,LALITPUR,UTTAR PRADESH,24.62470269126955,78.59292224856266,2017-10-18
134,30,False,LALITPUR,UTTAR PRADESH,24.663877367399728,78.54808119328406,2017-10-20
135,31,False,PARBHANI,MAHARASHTRA,19.268025862910132,76.62198461743598,2022-04-20
136,31,False,PARBHANI,MAHARASHTRA,19.28375140488466,76.79640257127383,2022-04-27
137,32,False,CHITTORGARH,RAJASTHAN,24.65103060616541,74.81634406266144,2020-08-22
138,32,False,CHITTORGARH,RAJASTHAN,24.605733759865103,74.79731313029698,2020-08-27
139,32,False,CHITTORGARH,RAJASTHAN,24.610968262360164,74.81373761114858,2020-10-03
140,32,False,CHITTORGARH,RAJASTHAN,24.660109154076135,74.79827462021905,2020-10-17
141,32,False,CHITTORGARH,RAJASTHAN,24.6895348934398,74.85671254836053,2020-12-31
142,33,False,COOCHBEHAR,WEST BENGAL,26.37786724459625,89.40147076876215,2022-08-03
143,33,False,COOCHBEHAR,WEST BENGAL,26.308011742308192,89.37579520019786,2022-08-04
144,33,False,COOCHBEHAR,WEST BENGAL,26.253663269485656,89.48112882085287,2022-08-08
145,33,False,COOCHBEHAR,WEST BENGAL,26.268480259835833,89.37866276268417,2022-08-09
146,33,False,COOCHBEHAR,WEST BENGAL,26.269092712215418,89.48567299374352,2022-08-14
147,34,False,ROHTAK,HARYANA,28.88569396440608,76.6036179991637,2018-09-18
148,34,False,ROHTAK,HARYANA,28.99667819795295,76.59753880350183,2018-10-27
149,34,False,ROHTAK,HARYANA,28.855083534573566,76.53806731016635,2019-01-23
150,35,False,BONGAIGAON,ASSAM,26.471565380891697,90.72999895809791,2018-07-21
151,35,False,BONGAIGAON,ASSAM,26.42210764537889,90.75195680003594,2018-07-24
152,35,False,BONGAIGAON,ASSAM,26.462104402207277,90.74539640856057,2018-09-02
153,35,False,BONGAIGAON,ASSAM,26.467503149677107,90.6604949710379,2018-09-03
154,35,False,BONGAIGAON,ASSAM,26.54584149043019,90.66076818486913,2018-09-25
155,36,False,JHARSUGUDA,ODISHA,21.87555345468277,83.9220044007393,2020-01-24
156,36,False,JHARSUGUDA,ODISHA,21.832959057656456,83.8371816087903,2020-01-25
157,36,False,JHARSUGUDA,ODISHA,21.845863338377697,83.999370413543,2020-01-30
158,36,False,JHARSUGUDA,ODISHA,21.82668675266772,83.84880084173328,2020-02-18
159,36,False,JHARSUGUDA,ODISHA,21.887786412797695,83.90528645018502,2020-03-25
160,37,False,ARWAL,BIHAR,25.159424838554163,84.63285264840653,2019-10-15
161,37,False,ARWAL,BIHAR,25.109938233920584,84.65433325058736,2019-11-26
162,37,False,ARWAL,BIHAR,25.25586501602887,84.58245172572119,2019-11-27
163,37,False,ARWAL,BIHAR,25.24163057053818,84.7129892480631,2019-11-30
164,37,False,ARWAL,BIHAR,25.182084669105688,84.6326332670234,2019-12-23
165,37,False,ARWAL,BIHAR,25.17795470528158,84.72740564637384,2020-01-15
166,38,False,YAVATMAL,MAHARASHTRA,20.089652567524517,78.04864580965811,2015-01-04
167,38,False,YAVATMAL,MAHARASHTRA,19.993613761654863,77.98582993718131,2015-01-12
168,38,False,YAVATMAL,MAHARASHTRA,20.006566068132035,78.04370840951101,2015-01-22
169,38,False,YAVATMAL,MAHARASHTRA,20.059418829587816,78.03939605690346,2015-01-28
170,38,False,YAVATMAL,MAHARASHTRA,19.967527064125946,78.05535644378912,2015-02-01
171,38,False,YAVATMAL,MAHARASHTRA,20.117360670760085,78.05460339215598,2015-02-12
172,38,False,YAVATMAL,MAHARASHTRA,19.958340328224544,78.09485529260482,2015-02-16
173,39,False,DHALAI,TRIPURA,23.79393480655089,91.95340468644838,2020-10-30
174,39,False,DHALAI,TRIPURA,23.75491422704271,91.89294024138131,2020-11-09
175,-1,True,GARO HILLS WEST,MEGHALAYA,25.49528519,90.03709947,2022-10-28
176,-1,True,HAZARIBAGH,JHARKHAND,23.94324197,85.49441312,2017-12-28
177,-1,True,CHENNAI,TAMIL NADU,13.05809891,80.28139152,2016-04-01
178,-1,True,RAJOURI,JAMMU & KASHMIR,33.27232199,74.40776879,2023-11-14
179,-1,True,EAST GODAVARI,ANDHRA PRADESH,16.78271832,82.24320747,2021-12-03
180,-1,True,GADAG,KARNATAKA,15.50712826,75.64861303,2022-04-07
181,-1,True,DAKSHIN KANNADA,KARNATAKA,12.89120455,74.96216278,2017-12-29
182,-1,True,J.P.NAGAR,UTTAR PRADESH,28.87049898,78.39009365,2020-10-02
183,-1,True,SIBSAGAR,ASSAM,27.0276287,94.90025848,2022-11-11
184,-1,True,KHIRI,UTTAR PRADESH,28.1651,80.6327,2022-08-19
185,-1,True,KAMRUP,ASSAM,26.17093945,91.58863274,2021-03-27
186,-1,True,DARBHANGA,BIHAR,26.14618772,85.97387352,2018-12-19
187,-1,True,NAGAPATTINAM,TAMIL NADU,10.78946816,79.79437299,2023-06-24
188,-1,True,MANDSAUR,MADHYA PRADESH,24.19278764,75.43588668,2021-05-14
189,-1,True,KATIHAR,BIHAR,25.56565356,87.70466084,2021-05-21
190,-1,True,DINDORI,MADHYA PRADESH,22.83738437,81.04332967,2017-06-05
191,-1,True,KUPWARA,JAMMU & KASHMIR,34.59923474,74.21587684,2016-09-18
192,-1,True,WOKHA,NAGALAND,26.20261155,94.19908152,2023-12-03
193,-1,True,BHADRAK,ODISHA,20.95262735,86.81496205,2021-06-13
194,-1,True,HYDERABAD CITY,ANDHRA PRADESH,16.63954622,77.98933089,2016-04-27
195,-1,True,I.G.I. AIRPORT,DELHI,28.5562,77.1,2023-10-16
196,-1,True,JAMUI,BIHAR,24.7841838,86.26316298,2023-10-27
197,-1,True,BOLANGIR,ODISHA,20.6163003,83.2152006,2021-07-18
198,-1,True,SIRSA,HARYANA,29.63583446,74.9097048,2016-03-04
199,-1,True,SILIGURI G.R.P.,WEST BENGAL,26.7235,88.4163,2023-09-24
200,-1,True,RAILWAYS,KARNATAKA,14.442164613461538,76.08676057384615,2017-05-19
201,-1,True,SURAT RURAL,GUJARAT,21.25761373,72.93488716,2020-04-27
202,-1,True,PANNA,MADHYA PRADESH,24.45132584,80.21133001,2020-12-07
203,-1,True,TONK,RAJASTHAN,26.15393507,75.79192216,2018-06-21
204,-1,True,SAHARSA,BIHAR,25.8212707,86.5467082,2019-07-16
205,-1,True,HARIDWAR,UTTARAKHAND,29.88605766,77.92980068,2018-08-29
206,-1,True,AMBEDKAR NAGAR,UTTAR PRADESH,26.39119026,82.68282143,2015-09-30
207,-1,True,VIRUDHUNAGAR,TAMIL NADU,9.468872196,77.87641469,2018-06-21
208,-1,True,MIRZAPUR,UTTAR PRADESH,25.10207959,82.60126629,2015-07-26
209,-1,True,LATUR,MAHARASHTRA,18.34868727,76.75812608,2020-02-19
210,-1,True,ADILABAD,ANDHRA PRADESH,19.28451395,78.81321233,2023-11-12
211,-1,True,GUWAHATI CITY,ASSAM,26.1445,91.7362,2015-08-04
212,-1,True,MEDAK,ANDHRA PRADESH,17.88930498,78.13778902,2020-02-15
213,-1,True,AMRELI,GUJARAT,21.04832649,71.43457638,2021-02-27
214,-1,True,KANDHAMAL,ODISHA,20.09287862,84.02216353,2020-06-08
215,-1,True,GARO HILLS WEST,MEGHALAYA,25.49528519,90.03709947,2021-10-15
216,-1,True,SARAN,BIHAR,25.89656078,84.82266287,2015-07-15
217,-1,True,DIBANG VALLEY,ARUNACHAL PRADESH,28.3265173,95.76567336,2016-09-11
218,-1,True,AMBEDKAR NAGAR,UTTAR PRADESH,26.39119026,82.68282143,2019-06-13
219,-1,True,BHARATPUR,RAJASTHAN,27.32411858,77.21752077,2017-07-20
220,-1,True,PURI,ODISHA,19.83509175,85.8669899,2022-06-05
221,-1,True,GAUTAMBUDH NAGAR,UTTAR PRADESH,28.39331104,77.52462468,2020-08-02
222,-1,True,GADAG,KARNATAKA,15.50712826,75.64861303,2016-08-30
223,-1,True,RAJSAMAND,RAJASTHAN,25.24894767,73.96570216,2016-12-04
224,-1,True,KAMENG WEST,ARUNACHAL PRADESH,27.46486582,92.6501575,2022-04-18
225,-1,True,DATIYA,MADHYA PRADESH,25.9022644,78.63916571,2021-12-15
226,-1,True,NASIK COMMR.,MAHARASHTRA,19.44197594,75.93815318631579,2018-01-25
227,-1,True,JALPAIGURI,WEST BENGAL,26.62642031,89.04154375,2022-09-11
228,-1,True,NAINITAL,UTTARAKHAND,29.33637053,79.49979118,2024-01-26
229,-1,True,UDHAMSINGH NAGAR,UTTARAKHAND,29.02779578,79.45629005,2015-08-11
230,-1,True,RANGA REDDY,ANDHRA PRADESH,17.24523587,78.05756828,2022-08-14
231,-1,True,SONEPUR,ODISHA,20.89080329,83.76852635,2019-03-07
232,-1,True,RAMBAN,JAMMU & KASHMIR,33.2421,75.2336,2017-12-09
233,-1,True,KORAPUT,ODISHA,18.82627795,82.8127847,2017-10-27
234,-1,True,MAU,UTTAR PRADESH,26.01082204,83.50582654,2016-07-06
235,-1,True,NAMAKKAL,TAMIL NADU,11.33766638,78.14624841,2022-05-19
236,-1,True,GOPALGANJ,BIHAR,26.44874364,84.34636127,2021-07-27
237,-1,True,MAJITHA,PUNJAB,31.7574,74.953,2015-10-08
238,-1,True,BILASPUR,HIMACHAL PRADESH,22.35694298,81.99770351,2019-05-17
239,-1,True,KAMENG EAST,ARUNACHAL PRADESH,27.37119406,93.04741486,2017-11-22
240,-1,True,BILASPUR,HIMACHAL PRADESH,22.35694298,81.99770351,2023-04-03
241,-1,True,AMRELI,GUJARAT,21.04832649,71.43457638,2021-11-10
242,-1,True,SAWAI MADHOPUR,RAJASTHAN,26.25108118,76.42192839,2017-04-21
243,-1,True,JANJGIR,CHHATTISGARH,21.96109375,82.80495409,2021-09-11
244,-1,True,SOUTH,TRIPURA,27.27802162,88.37538595,2020-07-03
245,-1,True,GOPALGANJ,BIHAR,26.44874364,84.34636127,2023-11-18
246,-1,True,PITHORAGARH,UTTARAKHAND,30.14720632,80.34229231,2018-11-21
247,-1,True,PHEK,NAGALAND,25.63272987,94.56814564,2018-08-25
248,-1,True,SHRAWASTI,UTTAR PRADESH,27.60491788,81.79319777,2021-01-01
249,-1,True,TARN TARAN,PUNJAB,31.4539,74.9268,2021-11-23
250,-1,True,JAMTARA,JHARKHAND,23.97873318,86.9532508,2019-04-30
251,-1,True,VIJAYAWADA RLY.,ANDHRA PRADESH,16.5178,80.6201,2017-05-02
252,-1,True,HANUMANGARH,RAJASTHAN,29.18133518,74.74632573,2015-09-18
253,-1,True,ADILABAD,ANDHRA PRADESH,19.28451395,78.81321233,2023-05-29
254,-1,True,BHATINDA,PUNJAB,30.211,74.9455,2022-08-19
255,-1,True,PERAMBALUR,TAMIL NADU,11.26013776,78.86034012,2021-07-01
256,-1,True,BARMER,RAJASTHAN,25.77070908,71.50297126,2021-01-06
257,-1,True,BHARUCH,GUJARAT,21.75787276,72.67326347,2017-05-09
258,-1,True,BULDHANA,MAHARASHTRA,20.56680611,76.3901788,2017-11-15
259,-1,True,MIDNAPUR,WEST BENGAL,22.4309,87.3215,2016-01-12
260,-1,True,TIKAMGARH,MADHYA PRADESH,25.14099852,78.89357065,2018-09-07
261,-1,True,GULBARGA,KARNATAKA,17.07045952,76.8750385,2020-10-16
262,-1,True,MUMBAI RLY.,MAHARASHTRA,18.9728,72.8206,2017-01-20
263,-1,True,KEONJHAR,ODISHA,21.4922574,85.76276987,2017-03-01
264,-1,True,LEH,JAMMU & KASHMIR,33.5857922,78.30725928,2023-03-10
265,-1,True,KARIMNAGAR,ANDHRA PRADESH,18.51548319,79.43765429,2020-03-21
266,-1,True,PUNE COMMR.,MAHARASHTRA,19.44197594,75.93815318631579,2017-11-02
267,-1,True,UDUPI,KARNATAKA,13.45040423,74.7200999,2021-08-02
268,-1,True,NORTH,TRIPURA,27.81381005,88.54200565,2021-06-09
269,-1,True,MATHURA,UTTAR PRADESH,27.59390433,77.62153417,2016-09-21
270,-1,True,CUDDAPAH,ANDHRA PRADESH,14.49028913,78.69613871,2018-03-23
271,-1,True,BANSWARA,RAJASTHAN,23.45364203,74.44246868,2020-04-03
272,-1,True,VIJAYAWADA RLY.,ANDHRA PRADESH,16.5178,80.6201,2019-11-09
273,-1,True,FEROZEPUR,PUNJAB,30.9331,74.6225,2017-06-26
274,-1,True,JALAUN,UTTAR PRADESH,26.06795459,79.36686911,2017-10-30
275,-1,True,ROHTAK,HARYANA,28.89251765,76.53123235,2020-05-03
276,-1,True,PURI,ODISHA,19.83509175,85.8669899,2016-08-04
277,-1,True,REWA,MADHYA PRADESH,24.86118463,81.57572465,2021-09-04
278,-1,True,SIVAGANGAI,TAMIL NADU,9.960306581,78.56535729,2020-11-08
279,-1,True,C.I.D.,ASSAM,26.299230679166666,92.65336424125,2019-03-28
280,-1,True,MANDLA,MADHYA PRADESH,22.70348712,80.38600544,2017-03-17
281,-1,True,SARAN,BIHAR,25.89656078,84.82266287,2022-01-25
282,-1,True,GUWAHATI CITY,ASSAM,26.1445,91.7362,2019-06-22
283,-1,True,PAKUR,JHARKHAND,24.57260428,87.69691969,2020-04-01
284,-1,True,KOHIMA,NAGALAND,25.60311429,93.78600658,2017-11-29
285,-1,True,YAMUNANAGAR,HARYANA,30.26466183,77.31652822,2020-10-15
286,-1,True,CHENNAI,TAMIL NADU,13.05809891,80.28139152,2017-10-22
287,-1,True,AMRITSAR,PUNJAB,31.54867982,74.79883857,2022-07-01
288,-1,True,KENDRAPARA,ODISHA,20.60631982,86.83763248,2024-04-08
289,-1,True,G.R.P.,RAJASTHAN,26.257790296875,74.80356143,2015-08-14
290,-1,True,G.R.P.,ASSAM,26.299230679166666,92.65336424125,2022-04-23
291,-1,True,SIRMAUR,HIMACHAL PRADESH,30.68276445,77.4318469,2023-10-16
292,-1,True,MON,NAGALAND,26.69207374,95.03072989,2020-01-21
293,-1,True,PATNA,BIHAR,25.40297115,85.31984336,2023-09-20
294,-1,True,VIJAYAWADA,ANDHRA PRADESH,16.51928,80.63049,2018-11-10
295,-1,True,GWALIOR,MADHYA PRADESH,26.04074442,78.12782433,2017-03-17
296,-1,True,WAYANADU,KERALA,11.71527746,76.07587007,2021-04-18
297,-1,True,DAKSHIN DINAJPUR,WEST BENGAL,25.34209436,88.6982168,2021-12-28
298,-1,True,KOTA,RAJASTHAN,25.17571808,76.18618928,2015-08-13
299,-1,True,KODAGU,KARNATAKA,12.39684468,75.79336596,2015-11-08
300,-1,True,SAGAR,MADHYA PRADESH,23.80031871,78.71940358,2017-03-16
301,-1,True,KOLHAPUR,MAHARASHTRA,16.44881302,74.12897151,2016-03-06
302,-1,True,VELLORE,TAMIL NADU,12.78488263,79.02643284,2015-02-06
303,-1,True,ANDAMAN,A & N ISLANDS,12.38257107,92.82291051,2017-01-09
304,-1,True,KODERMA,JHARKHAND,24.55671943,85.71690919,2016-08-03
305,-1,True,UDHAMPUR,JAMMU & KASHMIR,33.04770671,75.15286951,2020-05-01
306,-1,True,MEHSANA,GUJARAT,23.52935545,72.45545194,2021-09-17
307,-1,True,LUDHIANA,PUNJAB,30.76596397,75.83110852,2017-09-12
308,-1,True,SARAN,BIHAR,25.89656078,84.82266287,2021-06-20
309,-1,True,BETUL,MADHYA PRADESH,21.96462632,77.78734282,2022-05-16
310,-1,True,MANSA,PUNJAB,29.91954771,75.43049229,2016-11-24
311,-1,True,MAHOBA,UTTAR PRADESH,25.3452967,79.67863003,2017-01-08
312,-1,True,S.T.F.,DELHI,28.15553352,81.676047552,2017-09-01
313,-1,True,JORHAT,ASSAM,26.76244824,94.30197723,2022-10-06
314,-1,True,LAKHIMPUR,ASSAM,27.14128806,94.07759493,2018-10-06
315,-1,True,CHHINDWARA,MADHYA PRADESH,22.22796697,78.76413136,2015-07-04
